"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages","Thread_Relevancy"
"NG01_TH00785","netmed","NG01","TH00785","How AIDS virus foils immune system: new finding","https://groups.google.com./g/net.med/c/eO-cfvySmg4",1985-07-16,1,4
"NG01_TH00776","netmed","NG01","TH00776","Norman Cousins (TIME)","https://groups.google.com./g/net.med/c/8oso7MqIZnU",1985-07-11,1,1
"NG01_TH00775","netmed","NG01","TH00775","High Blood Pressure (Long, but hopefully thorough)","https://groups.google.com./g/net.med/c/K7r3uwOm8gM",1985-07-11,1,2
"NG01_TH00773","netmed","NG01","TH00773","The Age of AIDS","https://groups.google.com./g/net.med/c/iNn_68vSslQ",1985-07-07,6,2.16666666666667
"NG01_TH00771","netmed","NG01","TH00771","Hayfever and Raw Honey","https://groups.google.com./g/net.med/c/bPc0WruC__Y",1985-07-03,3,0.666666666666667
"NG01_TH00769","netmed","NG01","TH00769","Herbalife International diet drugs attacked.","https://groups.google.com./g/net.med/c/PJ8Vnse5Bmo",1985-07-02,5,0.6
"NG01_TH00764","netmed","NG01","TH00764","Laetrile -- the facts, finally!","https://groups.google.com./g/net.med/c/S_m99FbmYjA",1985-06-25,1,1
"NG01_TH00763","netmed","NG01","TH00763","Fake treatment shown to relieve back pain.","https://groups.google.com./g/net.med/c/5gHLrJtPRwE",1985-06-24,1,1
"NG01_TH00762","netmed","NG01","TH00762","Once again (natural <-> conventional)","https://groups.google.com./g/net.med/c/NQ0p7DPNJC4",1985-06-22,13,0.615384615384615
"NG01_TH00751","netmed","NG01","TH00751","Psychological Factors Affecting Physical Condition","https://groups.google.com./g/net.med/c/9q3wJivh2Ok",1985-06-14,12,0.0833333333333333
"NG01_TH00746","netmed","NG01","TH00746","Allergies","https://groups.google.com./g/net.med/c/3MGIHgXemqg",1985-06-11,19,0.157894736842105
"NG01_TH00745","netmed","NG01","TH00745","Discouraging Long Term Radial Keratotomy Results","https://groups.google.com./g/net.med/c/0VyMO_HjAWI",1985-06-11,1,1
"NG01_TH00744","netmed","NG01","TH00744","HLA-DR antibodies cause positive HTLV-3 test results.","https://groups.google.com./g/net.med/c/AbEsyZIkbz8",1985-06-11,2,3
"NG01_TH00742","netmed","NG01","TH00742","Placebos can cause cancer (?!)","https://groups.google.com./g/net.med/c/cCCSjb1qwbo",1985-06-07,19,0.263157894736842
"NG01_TH00737","netmed","NG01","TH00737","a request for a technical term concerning male homosexuality","https://groups.google.com./g/net.med/c/_oNk3_iKu_o",1985-06-04,1,1
"NG01_TH00731","netmed","NG01","TH00731","Drug Allergies","https://groups.google.com./g/net.med/c/njmOIqbmlqA",1985-05-30,1,2
"NG01_TH00729","netmed","NG01","TH00729","Anti-AIDS drugs promising.","https://groups.google.com./g/net.med/c/MzPyTU4bavw",1985-05-28,1,4
"NG01_TH00728","netmed","NG01","TH00728","Is there any benefit in African Medicine","https://groups.google.com./g/net.med/c/o9mvGmmOQhM",1985-05-27,8,0.5
"NG01_TH00714","netmed","NG01","TH00714","Herpes Vaccine - part II","https://groups.google.com./g/net.med/c/J3YzyBXLUvo",1985-05-14,1,2
"NG01_TH00712","netmed","NG01","TH00712","Carpal Tunnel Syndrome","https://groups.google.com./g/net.med/c/nnmbCR7wjuA",1985-05-09,1,1
"NG01_TH00711","netmed","NG01","TH00711","wanted: Lisp programmer, Stanford Univ. Medical CS group","https://groups.google.com./g/net.med/c/uOI_S8odR3U",1985-05-07,1,1
"NG01_TH00697","netmed","NG01","TH00697","nonoxynol-9","https://groups.google.com./g/net.med/c/W4ls3_kojuI",1985-04-15,3,2.66666666666667
"NG01_TH00691","netmed","NG01","TH00691","Valium","https://groups.google.com./g/net.med/c/jb5xX_Ntw9Q",1985-04-10,7,0.285714285714286
"NG01_TH00684","netmed","NG01","TH00684","follow-up to ACL (long 150 lines)","https://groups.google.com./g/net.med/c/HkHbdyhsC8w",1985-04-03,1,1
"NG01_TH00682","netmed","NG01","TH00682","whats going on in these silly hospitals?","https://groups.google.com./g/net.med/c/RK125LAe4Vw",1985-04-01,5,0.2
"NG01_TH00675","netmed","NG01","TH00675","shingles-much better in 7 days!","https://groups.google.com./g/net.med/c/LROjIUCowUc",1985-03-28,2,1
"NG01_TH00670","netmed","NG01","TH00670","Herpes Vaccine (preliminary)","https://groups.google.com./g/net.med/c/VMK9Et0N8wc",1985-03-26,2,0.5
"NG01_TH00663","netmed","NG01","TH00663","Ibuprofen","https://groups.google.com./g/net.med/c/qC7ykEzgC4I",1985-03-21,3,0.333333333333333
"NG01_TH00659","netmed","NG01","TH00659","Cancer Revisited","https://groups.google.com./g/net.med/c/85jrz3CSLRU",1985-03-19,1,1
"NG01_TH00658","netmed","NG01","TH00658","Unconventional Cancer Therapy","https://groups.google.com./g/net.med/c/I_ucsC9uxOM",1985-03-18,11,0.181818181818182
"NG01_TH00656","netmed","NG01","TH00656","2nd AIDS test approved","https://groups.google.com./g/net.med/c/0M-_CBUZnkI",1985-03-17,2,3.5
"NG01_TH00651","netmed","NG01","TH00651","Unconventional Cancer Therapy","https://groups.google.com./g/net.med/c/f_T78arzmsM",1985-03-14,31,0.258064516129032
"NG01_TH00644","netmed","NG01","TH00644","AIDS discussion gone?","https://groups.google.com./g/net.med/c/Y3i5msIYXjE",1985-03-12,1,1
"NG01_TH00642","netmed","NG01","TH00642","Reiter's Syndrome","https://groups.google.com./g/net.med/c/pthqQoNl04o",1985-03-11,6,1.5
"NG01_TH00635","netmed","NG01","TH00635","Doctor's Salaries","https://groups.google.com./g/net.med/c/_MQWD5TkkpE",1985-03-06,2,1
"NG01_TH00624","netmed","NG01","TH00624","medical *PROOF* ???","https://groups.google.com./g/net.med/c/9_W464YKDn4",1985-02-26,7,0.571428571428571
"NG01_TH00623","netmed","NG01","TH00623","Unconventional Cancer Therapy","https://groups.google.com./g/net.med/c/3j7mM6jRAc8",1985-02-26,4,0.25
"NG01_TH00617","netmed","NG01","TH00617","Back Trouble","https://groups.google.com./g/net.med/c/pUp0HRq3SRY",1985-02-24,4,0.25
"NG01_TH00606","netmed","NG01","TH00606","Drug kills alleged AIDS virus in bloodstream","https://groups.google.com./g/net.med/c/6ZGvu0prxk0",1985-02-08,1,4
"NG01_TH00602","netmed","NG01","TH00602","Gay organizations (part 3): medical","https://groups.google.com./g/net.med/c/F-dH0vi244M",1985-02-04,1,1
"NG01_TH00599","netmed","NG01","TH00599","Hair restorer found?","https://groups.google.com./g/net.med/c/6-ewmL_ZKdo",1985-01-31,8,0.125
"NG01_TH00591","netmed","NG01","TH00591","A Lay question about AIDS?","https://groups.google.com./g/net.med/c/w7JFdB38ZDg",1985-01-29,6,2.5
"NG01_TH00590","netmed","NG01","TH00590","hormones in pregnancy","https://groups.google.com./g/net.med/c/sf774q_mnfc",1985-01-29,3,0.333333333333333
"NG01_TH00588","netmed","NG01","TH00588","Herpes facts","https://groups.google.com./g/net.med/c/7AB9jVL0MtE",1985-01-22,1,2
"NG01_TH00586","netmed","NG01","TH00586","Aids and paranoia","https://groups.google.com./g/net.med/c/vXDFrtZKsVA",1985-01-18,1,1
"NG01_TH00585","netmed","NG01","TH00585","A Lay question about AIDS?","https://groups.google.com./g/net.med/c/gEsl-VtdE0s",1985-01-17,2,4
"NG01_TH00582","netmed","NG01","TH00582","AIDS 4: Epidemiology of AIDS (long, with data)","https://groups.google.com./g/net.med/c/0JFoaDkddfI",1985-01-15,1,4
"NG01_TH00578","netmed","NG01","TH00578","Non-A Non-B Hepatitis ????","https://groups.google.com./g/net.med/c/aQnNOF203vE",1985-01-14,3,1.33333333333333
"NG01_TH00575","netmed","NG01","TH00575","Test for exposure to AIDS","https://groups.google.com./g/net.med/c/G0h9guZRBWs",1985-01-08,4,4
"NG01_TH00574","netmed","NG01","TH00574","Hacker and Pre-Med Analogy","https://groups.google.com./g/net.med/c/rFDo8Cta-xY",1985-01-04,3,0.333333333333333
"NG01_TH00573","netmed","NG01","TH00573","AIDS Receptor on White Cells","https://groups.google.com./g/net.med/c/xl3ebIaKFRQ",1985-01-02,1,3
"NG01_TH00571","netmed","NG01","TH00571","DRG/HMOs and quality of Patient Care (provocative)","https://groups.google.com./g/net.med/c/t2DpbBrGcPw",1984-12-23,5,0.2
"NG01_TH00570","netmed","NG01","TH00570","Metex Dow or Serono / Chemophilde / Seronophilde","https://groups.google.com./g/net.med/c/QaxIU0F8v2A",1984-12-22,1,1
"NG01_TH00568","netmed","NG01","TH00568","Expert System Tools under UNIX?","https://groups.google.com./g/net.med/c/e_zwXeWI9j0",1984-12-19,1,1
"NG01_TH00553","netmed","NG01","TH00553","healthy eating","https://groups.google.com./g/net.med/c/CDJQ8utPe0o",1984-12-03,1,1
"NG01_TH00551","netmed","NG01","TH00551","Baboon heart in a Human!","https://groups.google.com./g/net.med/c/kjsxoELFF9Y",1984-12-01,14,0.0714285714285714
"NG01_TH00547","netmed","NG01","TH00547","Miscarriages","https://groups.google.com./g/net.med/c/c8iojg6q6fg",1984-11-26,7,0.142857142857143
"NG01_TH00546","netmed","NG01","TH00546","Negative ions: biological and psychological effects","https://groups.google.com./g/net.med/c/VQIKb6ERtnY",1984-11-26,4,0.25
"NG01_TH00541","netmed","NG01","TH00541","new or experimental treatments","https://groups.google.com./g/net.med/c/yoOyZTntLRs",1984-11-14,2,0.5
"NG01_TH00538","netmed","NG01","TH00538","Toronto Hospital Query (Hernias)","https://groups.google.com./g/net.med/c/ED2Lz59HJQI",1984-11-09,3,0.333333333333333
"NG01_TH00527","netmed","NG01","TH00527","Hormone markers for homosexuality?","https://groups.google.com./g/net.med/c/JTUD3kj4uSE",1984-10-10,2,1
"NG01_TH00524","netmed","NG01","TH00524","Life Saving Acronyms","https://groups.google.com./g/net.med/c/ZGWRiN0cxZM",1984-10-09,1,1
"NG01_TH00523","netmed","NG01","TH00523","Please help an eye patient","https://groups.google.com./g/net.med/c/HxJ2KRwXPUE",1984-10-06,1,1
"NG01_TH00512","netmed","NG01","TH00512","Getting Well Again (book)","https://groups.google.com./g/net.med/c/SkNE6SX3Zuk",1984-09-24,1,1
"NG01_TH00511","netmed","NG01","TH00511","INFO ON BREAST CANCER","https://groups.google.com./g/net.med/c/Ysk1c0t6jXc",1984-09-21,2,0.5
"NG01_TH00509","netmed","NG01","TH00509","""At Home"" Fetal Sex Test","https://groups.google.com./g/net.med/c/CkJtlNsM6mo",1984-09-21,1,1
"NG01_TH00505","netmed","NG01","TH00505","Migrane Survey","https://groups.google.com./g/net.med/c/E6rxdO11zT0",1984-09-18,1,1
"NG01_TH00499","netmed","NG01","TH00499","Responses to Dental Fillings & Mercury Poisoning Inquiry","https://groups.google.com./g/net.med/c/9kjf7OcdS0g",1984-09-14,1,1
"NG01_TH00497","netmed","NG01","TH00497","databases for IBM-PC and mini/mainframes for medical research.","https://groups.google.com./g/net.med/c/8_YQ5ksanqk",1984-09-12,1,1
"NG01_TH00463","netmed","NG01","TH00463","Is genetic research too far?","https://groups.google.com./g/net.med/c/B82IF7F08CM",1984-08-02,11,0.0909090909090909
"NG01_TH00456","netmed","NG01","TH00456","want US RDA, etc of everything","https://groups.google.com./g/net.med/c/wnka9xYVCaI",1984-07-24,2,0.5
"NG01_TH00440","netmed","NG01","TH00440","Allergies and Treatments Thereof","https://groups.google.com./g/net.med/c/XiDUH3I6emU",1984-07-09,13,0.0769230769230769
"NG01_TH00438","netmed","NG01","TH00438","Developmental Psychology: Gender vs Sex: Independence from Choice of Mate","https://groups.google.com./g/net.med/c/DwUP6kc1CI4",1984-07-09,2,1
"NG01_TH00437","netmed","NG01","TH00437","Chiropractors and Rolfers","https://groups.google.com./g/net.med/c/N0AvZgtWMhU",1984-07-07,1,1
"NG01_TH00427","netmed","NG01","TH00427","insurance and doctors fees","https://groups.google.com./g/net.med/c/XgBrCduqGCM",1984-06-26,5,0.6
"NG01_TH00423","netmed","NG01","TH00423","Restless Legs Syndrome, Summary of Responses","https://groups.google.com./g/net.med/c/W-UOnZ_r-kw",1984-06-25,1,1
"NG01_TH00417","netmed","NG01","TH00417","Thanks to Prednisone info/tendonitus topic","https://groups.google.com./g/net.med/c/B8_Gx5tobq8",1984-06-19,5,0.2
"NG01_TH00416","netmed","NG01","TH00416","Acupuncture","https://groups.google.com./g/net.med/c/11QAOxHtUvU",1984-06-17,1,1
"NG01_TH00409","netmed","NG01","TH00409","Need remedy for Restless Legs Syndrome","https://groups.google.com./g/net.med/c/_ON0MjUxI2Y",1984-06-13,4,0.25
"NG01_TH00406","netmed","NG01","TH00406","Vitamin B6 for Carpal Tunnel Syndrome","https://groups.google.com./g/net.med/c/JMC27npGMco",1984-05-23,1,1
"NG01_TH00404","netmed","NG01","TH00404","Vitamin B dosage question","https://groups.google.com./g/net.med/c/aKam_L1jRis",1984-05-21,4,0.5
"NG01_TH00393","netmed","NG01","TH00393","weight loss","https://groups.google.com./g/net.med/c/7kOuwhrVQWA",1984-05-08,3,0.333333333333333
"NG01_TH00390","netmed","NG01","TH00390","weight loss","https://groups.google.com./g/net.med/c/dfuutdV4jx0",1984-05-03,12,0.166666666666667
"NG01_TH00382","netmed","NG01","TH00382","Baldness","https://groups.google.com./g/net.med/c/fJPkrlnBUDI",1984-05-01,6,0.333333333333333
"NG01_TH00381","netmed","NG01","TH00381","Narcolepsy info request","https://groups.google.com./g/net.med/c/4OwSgWE2cT4",1984-04-28,1,1
"NG01_TH00380","netmed","NG01","TH00380","Weight loss","https://groups.google.com./g/net.med/c/-CbEOuCkq4M",1984-04-28,1,1
"NG01_TH00376","netmed","NG01","TH00376","AIDS Breakthrough","https://groups.google.com./g/net.med/c/n9WbjWW_Hh0",1984-04-24,3,2.66666666666667
"NG01_TH00359","netmed","NG01","TH00359","Folic Acid","https://groups.google.com./g/net.med/c/Cla1wQ2fOq0",1984-04-06,12,0.0833333333333333
"NG01_TH00358","netmed","NG01","TH00358","The Secret of Coca Cola","https://groups.google.com./g/net.med/c/bCUpH9Q7NXY",1984-04-06,21,0.0952380952380952
"NG01_TH00346","netmed","NG01","TH00346","More on Folic Acid for Howard Landman","https://groups.google.com./g/net.med/c/r-ORJr9A-oI",1984-03-20,1,1
"NG01_TH00338","netmed","NG01","TH00338","irradiated food","https://groups.google.com./g/net.med/c/dxcu7ABTOZQ",1984-03-07,17,0.0588235294117647
"NG01_TH00336","netmed","NG01","TH00336","Folic Acid ","https://groups.google.com./g/net.med/c/rjccdys_8Ms",1984-03-07,1,1
"NG01_TH00331","netmed","NG01","TH00331","Request for reasons and ways to quit smoking","https://groups.google.com./g/net.med/c/mNW5GtSDET4",1984-03-04,7,0.142857142857143
"NG01_TH00328","netmed","NG01","TH00328","IRRADIATED FOOD","https://groups.google.com./g/net.med/c/2V3uca5OsWg",1984-02-27,1,1
"NG01_TH00324","netmed","NG01","TH00324","Sugar anyone?","https://groups.google.com./g/net.med/c/IG49pGoyRbQ",1984-02-24,1,1
"NG01_TH00304","netmed","NG01","TH00304","Anal sex tied to AIDS","https://groups.google.com./g/net.med/c/ZGvG0ZRvkEU",1984-02-06,1,2
"NG01_TH00300","netmed","NG01","TH00300","Circumcision (moved from net.women.*)","https://groups.google.com./g/net.med/c/88VqjqwJIcw",1984-02-02,4,0.25
"NG01_TH00299","netmed","NG01","TH00299","Puzzled by treatment","https://groups.google.com./g/net.med/c/YmOd4iJAzH0",1984-02-01,5,0.2
"NG01_TH00297","netmed","NG01","TH00297","Partially Hydrogenated Oils","https://groups.google.com./g/net.med/c/HQgmxbtnMjA",1984-01-31,5,0.2
"NG01_TH00289","netmed","NG01","TH00289","Anal sex tied to AIDS - journal of the AMA (in net.motss)","https://groups.google.com./g/net.med/c/Ua9qoAv5nbU",1984-01-25,1,1
"NG01_TH00280","netmed","NG01","TH00280","cholesterol in food and blood","https://groups.google.com./g/net.med/c/ZlwtNAHZXy8",1984-01-19,3,0.333333333333333
"NG01_TH00269","netmed","NG01","TH00269","Cure for the Common Cold? (CCC)","https://groups.google.com./g/net.med/c/FK8Wu7H_94w",1983-12-21,3,0.666666666666667
"NG01_TH00264","netmed","NG01","TH00264","An ai offshoot, and maybe a new newsgroup","https://groups.google.com./g/net.med/c/NsErTJKPFe0",1983-12-17,1,1
"NG01_TH00262","netmed","NG01","TH00262","Vitamin Deficiencies","https://groups.google.com./g/net.med/c/03LP1ZuLZOc",1983-12-15,10,0.1
"NG01_TH00259","netmed","NG01","TH00259","Vitamins-my views;results of survey in following article","https://groups.google.com./g/net.med/c/d4iFdpSFrXw",1983-12-11,2,0.5
"NG01_TH00256","netmed","NG01","TH00256","Alzheimer's disease: new findings may clear aluminum!","https://groups.google.com./g/net.med/c/3QbDPzgqv1k",1983-12-09,1,1
"NG01_TH00240","netmed","NG01","TH00240","Aluminum a problem?","https://groups.google.com./g/net.med/c/BOE34StPzlI",1983-11-30,1,1
"NG01_TH00236","netmed","NG01","TH00236","Hydergine and Vasopressin","https://groups.google.com./g/net.med/c/E1NEMyhAtbc",1983-11-25,4,0.25
"NG01_TH00230","netmed","NG01","TH00230","Aluminum and Alzheimers Disease","https://groups.google.com./g/net.med/c/r3bzMo18XlA",1983-11-21,1,1
"NG01_TH00225","netmed","NG01","TH00225","extended wear contact lens info","https://groups.google.com./g/net.med/c/LblIKnx--Ik",1983-11-17,1,1
"NG01_TH00223","netmed","NG01","TH00223","Aluminum cutback to prevent senility","https://groups.google.com./g/net.med/c/s7WpDmhQpOc",1983-11-15,1,1
"NG01_TH00212","netmed","NG01","TH00212","NEWS","https://groups.google.com./g/net.med/c/zTQguTtPpzo",1983-11-04,1,1
"NG01_TH00211","netmed","NG01","TH00211","Caffeine: Birth Defects and More","https://groups.google.com./g/net.med/c/QnZu3DxN_f4",1983-11-03,2,0.5
"NG01_TH00202","netmed","NG01","TH00202","Wanted: mail addr for Medical Stat's @ Berkeley","https://groups.google.com./g/net.med/c/0c4Pm1m0D8k",1983-10-21,1,1
"NG01_TH00196","netmed","NG01","TH00196","Misquotes","https://groups.google.com./g/net.med/c/8ozeelF-nVg",1983-10-15,2,0.5
"NG01_TH00194","netmed","NG01","TH00194","Data in Support of Macrobiotics","https://groups.google.com./g/net.med/c/ierO1L-6EUw",1983-10-13,2,0.5
"NG01_TH00187","netmed","NG01","TH00187","Kerataconus information wanted","https://groups.google.com./g/net.med/c/2HF9EKWFrPg",1983-10-11,1,1
"NG01_TH00186","netmed","NG01","TH00186","Another dramatic cancer cure for macrobiotics (flame)","https://groups.google.com./g/net.med/c/xVCJLCEn1C0",1983-10-11,6,0.666666666666667
"NG01_TH00178","netmed","NG01","TH00178","odd cancer incidence statistics","https://groups.google.com./g/net.med/c/3zlem6BvaKg",1983-09-28,2,0.5
"NG01_TH00176","netmed","NG01","TH00176","Cysticercosis","https://groups.google.com./g/net.med/c/3hsrX2wwKdw",1983-09-22,1,1
"NG01_TH00160","netmed","NG01","TH00160","Vit. C","https://groups.google.com./g/net.med/c/k-WgJe520fQ",1983-08-31,1,1
"NG01_TH00101","netmed","NG01","TH00101","New disease: Computer Mania?","https://groups.google.com./g/net.med/c/dvgspD-DJz0",1983-06-07,1,2
"NG01_TH00098","netmed","NG01","TH00098","Help for a migraine sufferer - (nf)","https://groups.google.com./g/net.med/c/XQp1yQaamlM",1983-05-09,3,0.333333333333333
"NG01_TH00096","netmed","NG01","TH00096","back surgery","https://groups.google.com./g/net.med/c/tvWki1hbxog",1983-05-02,2,0.5
"NG01_TH00093","netmed","NG01","TH00093","son of medical advice","https://groups.google.com./g/net.med/c/vQBAg3CW56E",1983-04-29,1,1
"NG01_TH00092","netmed","NG01","TH00092","Bad Medical Advice","https://groups.google.com./g/net.med/c/-EW3w8ech0k",1983-04-28,1,1
"NG01_TH00085","netmed","NG01","TH00085","The best form of birth control?","https://groups.google.com./g/net.med/c/srYOUaOwGW8",1983-04-20,2,0.5
"NG01_TH00084","netmed","NG01","TH00084","Swimming/Herpes?","https://groups.google.com./g/net.med/c/IfZZIBTUcJw",1983-04-18,4,0.5
"NG01_TH00082","netmed","NG01","TH00082","Swimming/Herpes?","https://groups.google.com./g/net.med/c/SMdL0VrX-i0",1983-04-14,1,1
"NG01_TH00080","netmed","NG01","TH00080","""Doctors should be paid according to services rendered"" (AP)","https://groups.google.com./g/net.med/c/XR-zvgsMqFI",1983-04-07,10,0.5
"NG01_TH00071","netmed","NG01","TH00071","Info on normal gestation period: discussion and request","https://groups.google.com./g/net.med/c/mKKfBcWZaxc",1983-04-01,2,0.5
"NG01_TH00068","netmed","NG01","TH00068","Nuclear War - what would happen if you city were hit","https://groups.google.com./g/net.med/c/QxspRfGc6BM",1983-03-30,1,2
