"ThreadID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"TH01216","John Gurian's explanation of MVP.","https://groups.google.com./g/net.med/c/uM93eBp57fo","1/22/86",1,"netmed"
"TH01215","kidney stones and diet","https://groups.google.com./g/net.med/c/oF1t6XLENqw","1/21/86",2,"netmed"
"TH01214","Long term storage of contact lenses","https://groups.google.com./g/net.med/c/rxNf9nlu8tI","1/21/86",1,"netmed"
"TH01213","kidney stones","https://groups.google.com./g/net.med/c/CWD9BvfzBCY","1/20/86",1,"netmed"
"TH01212","Tinnitus","https://groups.google.com./g/net.med/c/mNEj4DTos3U","1/20/86",1,"netmed"
"TH01211","Vitamen A & beta carotene","https://groups.google.com./g/net.med/c/xuBbf8KIBYQ","1/20/86",2,"netmed"
"TH01210","new source of Chest Pain","https://groups.google.com./g/net.med/c/Mh_2-xLh2do","1/20/86",1,"netmed"
"TH01209","Tinnitus - ringing of the ears","https://groups.google.com./g/net.med/c/0LWzgVyABvM","1/20/86",1,"netmed"
"TH01208","Calories and stairclimbing","https://groups.google.com./g/net.med/c/gu85gmWadjk","1/20/86",1,"netmed"
"TH01207","The Hidden Costs of Smoking","https://groups.google.com./g/net.med/c/koFWWKNLh9w","1/20/86",1,"netmed"
"TH01206","Me - a disclaimer","https://groups.google.com./g/net.med/c/b21Bjt3bdqg","1/19/86",1,"netmed"
"TH01205","Hiatus in Space","https://groups.google.com./g/net.med/c/7odpk7uKo9g","1/19/86",1,"netmed"
"TH01204","Biography of Carlton Fredericks","https://groups.google.com./g/net.med/c/6-CLHQ21zc4","1/18/86",12,"netmed"
"TH01203","Visualization of `time'","https://groups.google.com./g/net.med/c/ZBIDriWBAvI","1/18/86",6,"netmed"
"TH01202","Popping Sounds in Left Ear...","https://groups.google.com./g/net.med/c/mE7bZ2hUV_Y","1/17/86",1,"netmed"
"TH01201","Triglyceride Statistics Request","https://groups.google.com./g/net.med/c/WgA5CVNd2H4","1/17/86",1,"netmed"
"TH01200","Public Domain Flow Cytometry Software","https://groups.google.com./g/net.med/c/L7QItpYhvEk","1/17/86",1,"netmed"
"TH01199","Medical Puzzle #4","https://groups.google.com./g/net.med/c/7Zf-KyGNyeU","1/17/86",5,"netmed"
"TH01198","Some Numbers on Vitamin C","https://groups.google.com./g/net.med/c/lX-_xxjd_XA","1/16/86",2,"netmed"
"TH01197","Visualization of time","https://groups.google.com./g/net.med/c/Ej9vt2yAIcY","1/16/86",2,"netmed"
"TH01196","Originally aspirin; now tinnitus","https://groups.google.com./g/net.med/c/AiqaoqDtou4","1/16/86",2,"netmed"
"TH01195","Weightloss and stairclimbing?","https://groups.google.com./g/net.med/c/SxB2SjrbGK8","1/16/86",1,"netmed"
"TH01194","Astrology","https://groups.google.com./g/net.med/c/7hzayx05ZSo","1/16/86",2,"netmed"
"TH01193","Exercise in Zero Time","https://groups.google.com./g/net.med/c/F_I7N5T6K3c","1/16/86",2,"netmed"
"TH01192","Tinnitus, relief wanted.","https://groups.google.com./g/net.med/c/0WteenKWguo","1/16/86",1,"netmed"
"TH01191","""Ultrasonic"" hearing","https://groups.google.com./g/net.med/c/znNEUUTTjAE","1/15/86",11,"netmed"
"TH01190","Controlling High Blood Pressure","https://groups.google.com./g/net.med/c/e4Ve9q31-HI","1/15/86",2,"netmed"
"TH01189","Caloric Expenditure","https://groups.google.com./g/net.med/c/6duxSHAD4K0","1/15/86",2,"netmed"
"TH01188","DALKON SHIELD claims","https://groups.google.com./g/net.med/c/IWgoRJjJw-E","1/15/86",1,"netmed"
"TH01187","Question for Craig (aspirin vs phenacetin)","https://groups.google.com./g/net.med/c/sNoha0_AvSI","1/15/86",1,"netmed"
"TH01186","Alcohol metabolism trivia","https://groups.google.com./g/net.med/c/w5r_NDHCLJ4","1/14/86",1,"netmed"
"TH01185","Mitral Valve Prolapse","https://groups.google.com./g/net.med/c/JiNUIdR5DXY","1/14/86",1,"netmed"
"TH01184","weightloss","https://groups.google.com./g/net.med/c/EqqHhqOm-mA","1/14/86",1,"netmed"
"TH01183","Bionic Update - Finally","https://groups.google.com./g/net.med/c/1Vr-_d18dms","1/11/86",1,"netmed"
"TH01182","Answer to Medical Puzzle #4","https://groups.google.com./g/net.med/c/3FCaUoFpyfM","1/10/86",1,"netmed"
"TH01181","unusual disorder","https://groups.google.com./g/net.med/c/O0ilEKEcMZE","1/10/86",1,"netmed"
"TH01180","VDT's and eyes.","https://groups.google.com./g/net.med/c/x9s7K1T2wSw","1/10/86",15,"netmed"
"TH01179","Spontaneous Combustion of people","https://groups.google.com./g/net.med/c/M_4ku2Ovd84","1/10/86",2,"netmed"
"TH01178","Paid Blood Donations","https://groups.google.com./g/net.med/c/jVVgAh8I_aQ","1/10/86",1,"netmed"
"TH01177","Orphaned response CONTACT LENSES","https://groups.google.com./g/net.med/c/0O7eBP5X79M","1/9/86",1,"netmed"
"TH01176","Hypoglycemia","https://groups.google.com./g/net.med/c/jeKxtxvoG-M","1/9/86",1,"netmed"
"TH01175","Contact lenses","https://groups.google.com./g/net.med/c/Z3epsVpQgCo","1/9/86",3,"netmed"
"TH01174","Mitral valve info request","https://groups.google.com./g/net.med/c/14QZWR4RXrc","1/9/86",3,"netmed"
"TH01173","Linda's still around!(8-)","https://groups.google.com./g/net.med/c/zYOJsWkqXBo","1/9/86",1,"netmed"
"TH01172","Athlete's foot conquered without drugs!","https://groups.google.com./g/net.med/c/WTgq1SbcLhg","1/9/86",1,"netmed"
"TH01171","Medical Puzzle #5","https://groups.google.com./g/net.med/c/cALVmHKkl1I","1/8/86",1,"netmed"
"TH01170","Bionic Lady","https://groups.google.com./g/net.med/c/kWU5RLL-EIU","1/8/86",2,"netmed"
"TH01169","A No-smoking Airline","https://groups.google.com./g/net.med/c/AhPzQD-B_Q8","1/8/86",1,"netmed"
"TH01168","Flyback frequencies","https://groups.google.com./g/net.med/c/kbe2kwHoEV4","1/8/86",1,"netmed"
"TH01167","Psychology Pointer","https://groups.google.com./g/net.med/c/a1h8DR82_Ok","1/7/86",7,"netmed"
"TH01166","Osteoporosis Information Wanted","https://groups.google.com./g/net.med/c/KasfCKjYWqE","1/7/86",1,"netmed"
"TH01165","Need help selecting Apollo vs. Sun and a Relational DBMS for hospitals","https://groups.google.com./g/net.med/c/ccEDCtD39Yc","1/6/86",9,"netmed"
"TH01164","On meeting someone with AIDS","https://groups.google.com./g/net.med/c/mjsT7OncThg","1/3/86",1,"netmed"
"TH01163","vision therapy","https://groups.google.com./g/net.med/c/LDXmYylwowk","12/31/85",1,"netmed"
"TH01162","Weight Loss","https://groups.google.com./g/net.med/c/c4hFR3VsGC0","12/30/85",1,"netmed"
"TH01161","Astigmatism","https://groups.google.com./g/net.med/c/wP_JBcSWI2E","12/30/85",2,"netmed"
"TH01160","circumcisions not paid for by major health insurance","https://groups.google.com./g/net.med/c/YjgJKusDvBI","12/30/85",1,"netmed"
"TH01159","leaving BBN...","https://groups.google.com./g/net.med/c/S6qlRdlge3M","12/27/85",1,"netmed"
"TH01158","Curing a cold before it starts","https://groups.google.com./g/net.med/c/nU8XeacxzS4","12/24/85",2,"netmed"
"TH01157","AIDS Research - Antiviral Drugs (Query)?","https://groups.google.com./g/net.med/c/zTIyZZtv2fA","12/23/85",7,"netmed"
"TH01156","Some notes on Medical Puzzle answers","https://groups.google.com./g/net.med/c/5DorabNyI5Y","12/23/85",1,"netmed"
"TH01155","Answer to Medical Puzzle #3","https://groups.google.com./g/net.med/c/EgqAoEIhCIk","12/22/85",1,"netmed"
"TH01154","question concerning phenol in cosmetics/medicines","https://groups.google.com./g/net.med/c/qjBwXq4HZ1c","12/21/85",2,"netmed"
"TH01153","AMA anti-smoking drive","https://groups.google.com./g/net.med/c/FF-eWFREY-M","12/19/85",14,"netmed"
"TH01152","Craniosynostosis","https://groups.google.com./g/net.med/c/9vt51JjPPhQ","12/19/85",1,"netmed"
"TH01151","'Irritated Eyes' Question","https://groups.google.com./g/net.med/c/juwXNhbU_z8","12/17/85",7,"netmed"
"TH01150","sterilizing food with radiation","https://groups.google.com./g/net.med/c/UUOVJz5AqAs","12/17/85",1,"netmed"
"TH01149","Coke isn't it (for contraception)","https://groups.google.com./g/net.med/c/KMOzO7mmKA4","12/16/85",16,"netmed"
"TH01148","Kaopectate retraction","https://groups.google.com./g/net.med/c/uVuLhxYErQs","12/14/85",2,"netmed"
"TH01147","Medical Puzzle #3","https://groups.google.com./g/net.med/c/qIejgEKolfQ","12/13/85",1,"netmed"
"TH01146","Medical Puzzle #2 (Answer)","https://groups.google.com./g/net.med/c/ZgWw6muwR0A","12/13/85",1,"netmed"
"TH01145","answer to case study","https://groups.google.com./g/net.med/c/fru30FsW4YY","12/13/85",2,"netmed"
"TH01144","case study - might have already hit the net.","https://groups.google.com./g/net.med/c/ZVTqIZCcpbQ","12/13/85",1,"netmed"
"TH01143","Tea","https://groups.google.com./g/net.med/c/-W2xi4TpfMM","12/13/85",13,"netmed"
"TH01142","Another Medical Puzzler","https://groups.google.com./g/net.med/c/XAYZKBHJq78","12/12/85",3,"netmed"
"TH01141","Medical Case History - Answers","https://groups.google.com./g/net.med/c/K5nG26dwNGs","12/12/85",2,"netmed"
"TH01140","Vitamin C side effects","https://groups.google.com./g/net.med/c/CyMrRQxk2M4","12/12/85",1,"netmed"
"TH01139","vitamin C","https://groups.google.com./g/net.med/c/PgzPP1FT76A","12/12/85",1,"netmed"
"TH01138","Medical Case History","https://groups.google.com./g/net.med/c/p-pZ4PEvEsk","12/12/85",2,"netmed"
"TH01137","request for machine readable text on Fortran 77 for blind user.","https://groups.google.com./g/net.med/c/PmSyePkD1_A","12/12/85",1,"netmed"
"TH01136","Cataracts","https://groups.google.com./g/net.med/c/9YRoMqCituA","12/11/85",1,"netmed"
"TH01135","what kind of astigmatism do I have, lenticular or corneal?","https://groups.google.com./g/net.med/c/rIR6vytaJU8","12/11/85",1,"netmed"
"TH01134","Orphaned Response","https://groups.google.com./g/net.med/c/erJgWUbz9JA","12/11/85",1,"netmed"
"TH01133","Reposting PMS / Thyroid","https://groups.google.com./g/net.med/c/qOEF3cwHLfw","12/10/85",3,"netmed"
"TH01132","contact lens and astigmatism","https://groups.google.com./g/net.med/c/yuFNHKDeWoE","12/9/85",1,"netmed"
"TH01131","Further musings on Kaopectate","https://groups.google.com./g/net.med/c/vgbvjXn7d2g","12/9/85",3,"netmed"
"TH01130","Biographical Sketch","https://groups.google.com./g/net.med/c/VgSDNdkjGUQ","12/9/85",1,"netmed"
"TH01129","Annual Vitamin C testimonial","https://groups.google.com./g/net.med/c/3UEv5bkA5XU","12/8/85",1,"netmed"
"TH01128","sterilizing food with radiation","https://groups.google.com./g/net.med/c/aP0dFT1eeMM","12/6/85",11,"netmed"
"TH01127","Swelling - Ice or warmth?","https://groups.google.com./g/net.med/c/oQJatXOo4W0","12/6/85",1,"netmed"
"TH01126","Seeking to Adopt an Infant","https://groups.google.com./g/net.med/c/EXuwQTnxncI","12/6/85",3,"netmed"
"TH01125","Smoking and Insurance","https://groups.google.com./g/net.med/c/LbZfwVsR_KA","12/6/85",3,"netmed"
"TH01124","CROUP","https://groups.google.com./g/net.med/c/nkQT7ABfBk4","12/5/85",2,"netmed"
"TH01123","Croup","https://groups.google.com./g/net.med/c/sw6PrDm9nos","12/5/85",2,"netmed"
"TH01122","astigmatism correction with soft contact lenses","https://groups.google.com./g/net.med/c/LJLTXPOO5Vg","12/4/85",1,"netmed"
"TH01121","HELP! Need to show VDTs not dangerous to pregnant women","https://groups.google.com./g/net.med/c/h0ikPxMNYvI","12/4/85",6,"netmed"
"TH01120","vitamin C","https://groups.google.com./g/net.med/c/Z5WJL8RQzTE","12/4/85",3,"netmed"
"TH01119","Hard lens advise request","https://groups.google.com./g/net.med/c/a7Ttu1d0E14","12/4/85",11,"netmed"
"TH01118","Lung Cancer drops in Men (first time)","https://groups.google.com./g/net.med/c/Ng3lVuPEj1U","12/4/85",1,"netmed"
"TH01117","prevention of aids","https://groups.google.com./g/net.med/c/06JJZSw6Oz8","12/4/85",1,"netmed"
"TH01116","Alas, Poor Liver","https://groups.google.com./g/net.med/c/3DhCaD9KMig","12/3/85",1,"netmed"
"TH01115","Answer to AIDS questions","https://groups.google.com./g/net.med/c/5cgl9ZU_E2g","12/3/85",6,"netmed"
"TH01114","Question: stiff fingers in the morning","https://groups.google.com./g/net.med/c/_BasEQ6juV4","12/3/85",1,"netmed"
"TH01113","What are some of these new pills?","https://groups.google.com./g/net.med/c/twEfwOEZPfQ","12/3/85",3,"netmed"
"TH01112","Vitamin C helps, but... (caveats)","https://groups.google.com./g/net.med/c/WAHclp1zEVc","12/3/85",3,"netmed"
"TH01111","Viricide tissues","https://groups.google.com./g/net.med/c/lZDQUbSYJAo","12/2/85",1,"netmed"
"TH01110","Interesting observation","https://groups.google.com./g/net.med/c/-ONFr7AF1aw","12/2/85",1,"netmed"
"TH01109","International Academy of Preventative Medicine","https://groups.google.com./g/net.med/c/6IsXm__QGxo","12/2/85",1,"netmed"
"TH01108","How much Vitamin C?","https://groups.google.com./g/net.med/c/ZepAl01QKBw","12/1/85",3,"netmed"
"TH01107","The tooth -- the truth.","https://groups.google.com./g/net.med/c/S_JpOeNXcpE","11/26/85",5,"netmed"
"TH01106","a stupid question about lupus and AIDS","https://groups.google.com./g/net.med/c/oU7RSM2COlE","11/25/85",1,"netmed"
"TH01105","not on my shift","https://groups.google.com./g/net.med/c/HZcj85Fm3_o","11/25/85",1,"netmed"
"TH01104","Not On My Shift! (POMM6)","https://groups.google.com./g/net.med/c/IWXSt37ugBA","11/25/85",2,"netmed"
"TH01103","Saving Lives","https://groups.google.com./g/net.med/c/De20yQjf2eQ","11/25/85",9,"netmed"
"TH01102","wisdom teeth","https://groups.google.com./g/net.med/c/dk0csPfIWHY","11/25/85",2,"netmed"
"TH01101","Possible Good News about AIDS?","https://groups.google.com./g/net.med/c/PKhA-E7TCOo","11/23/85",1,"netmed"
"TH01100","Mercury and Amalgam fillings","https://groups.google.com./g/net.med/c/Uw10Jivutiw","11/22/85",1,"netmed"
"TH01099","Wisdom teeth","https://groups.google.com./g/net.med/c/5WNLnjJt3ro","11/22/85",1,"netmed"
"TH01098","wisdom teeth extraction? help!","https://groups.google.com./g/net.med/c/zC0TBlgVTwg","11/22/85",4,"netmed"
"TH01097","Query on treatment of Hypernephroma and other visceral carcinoma.","https://groups.google.com./g/net.med/c/VWtLgvXT3h0","11/22/85",3,"netmed"
"TH01096","Punch Line - the mystery ""tumor"" revealed.","https://groups.google.com./g/net.med/c/47dv2iljMHQ","11/21/85",1,"netmed"
"TH01095","Does nagging help people stop smoking?","https://groups.google.com./g/net.med/c/yQyev4Ztow0","11/20/85",1,"netmed"
"TH01094","Classic Case","https://groups.google.com./g/net.med/c/ykpZRLzRESE","11/20/85",6,"netmed"
"TH01093","The Great American Smokeout","https://groups.google.com./g/net.med/c/0Ax7gc2Nzaw","11/20/85",1,"netmed"
"TH01092","Need Advice on Limited-Carbohydrate Diet","https://groups.google.com./g/net.med/c/MQI9vRWadMI","11/20/85",4,"netmed"
"TH01091","A Pro-Smoking Article.","https://groups.google.com./g/net.med/c/C05Rvwa0VVU","11/20/85",7,"netmed"
"TH01090","Wanted: Good Doctor","https://groups.google.com./g/net.med/c/4VlSmfENg9s","11/20/85",1,"netmed"
"TH01089","A Tale of Two Diseases.","https://groups.google.com./g/net.med/c/7r0uDYUi4Y4","11/20/85",8,"netmed"
"TH01088","Question about Thyroid test.","https://groups.google.com./g/net.med/c/b2BEYetzAXc","11/19/85",1,"netmed"
"TH01087","Oh my God !!!!!!","https://groups.google.com./g/net.med/c/D7nWG0FdL_8","11/19/85",2,"netmed"
"TH01086","deviated septum surgery--will it really relieve sinus headaches??","https://groups.google.com./g/net.med/c/6f8uuBw4-68","11/18/85",13,"netmed"
"TH01085","Dentists, Fillings, Mercury, and reputable MD's.","https://groups.google.com./g/net.med/c/yXheLEtyy5Y","11/18/85",1,"netmed"
"TH01084","Smoking articles","https://groups.google.com./g/net.med/c/PGCJY78wnrE","11/18/85",1,"netmed"
"TH01083","Questions about human muscles","https://groups.google.com./g/net.med/c/ei_dghUpF-E","11/17/85",4,"netmed"
"TH01082","Thiazide diuretics & blood lipid level","https://groups.google.com./g/net.med/c/Y30fRkw-QUc","11/17/85",5,"netmed"
"TH01081","Science and Semantics","https://groups.google.com./g/net.med/c/9LMcoZKBMJA","11/17/85",1,"netmed"
"TH01080","quit smoking postings","https://groups.google.com./g/net.med/c/fPmsWy2eLeY","11/17/85",3,"netmed"
"TH01079","AIDS in Africa: a newspaper editorial","https://groups.google.com./g/net.med/c/GSscEgGnBcA","11/16/85",2,"netmed"
"TH01078","A query regarding IR Laser treatment of Shin-splints","https://groups.google.com./g/net.med/c/bPGBqMqBrko","11/16/85",1,"netmed"
"TH01077","More Mercurials","https://groups.google.com./g/net.med/c/nJ5fb7J_p70","11/15/85",1,"netmed"
"TH01076","Health Effects of Video Terminal Modes","https://groups.google.com./g/net.med/c/L2ZIesgaME4","11/15/85",1,"netmed"
"TH01075","Cancer","https://groups.google.com./g/net.med/c/_gSBIqtkqv0","11/15/85",1,"netmed"
"TH01074","Shift in ADIS risk groups?","https://groups.google.com./g/net.med/c/MwwcrTFpHls","11/14/85",1,"netmed"
"TH01073","Question on Carbohydrate Requirements","https://groups.google.com./g/net.med/c/PUwSjXQehsU","11/13/85",1,"netmed"
"TH01072","Cure My Cold, Please","https://groups.google.com./g/net.med/c/ztYdQQWHr7I","11/12/85",5,"netmed"
"TH01071","Scary thought about AIDS","https://groups.google.com./g/net.med/c/RjaQzfsldbQ","11/12/85",5,"netmed"
"TH01070","What is Herbalife? *URGENT*","https://groups.google.com./g/net.med/c/1QCcG43U1Tk","11/12/85",1,"netmed"
"TH01069","Balding and Minoxidil","https://groups.google.com./g/net.med/c/Sgq-spP4Lh8","11/11/85",1,"netmed"
"TH01068","smoking ad","https://groups.google.com./g/net.med/c/xYfy_08bF4w","11/11/85",1,"netmed"
"TH01067","Radial Keratotomy -- WARNING!! --","https://groups.google.com./g/net.med/c/URkqJeQwoqs","11/11/85",3,"netmed"
"TH01066","What is Lupus?","https://groups.google.com./g/net.med/c/cG3sXoNaQ-o","11/11/85",4,"netmed"
"TH01065","Three questions for Dr. Stoll","https://groups.google.com./g/net.med/c/BAfg-rbZw2A","11/10/85",1,"netmed"
"TH01064","Autoimmune diseases","https://groups.google.com./g/net.med/c/aSR44XOupoo","11/10/85",3,"netmed"
"TH01063","RP","https://groups.google.com./g/net.med/c/Ndvoi8JErD8","11/9/85",1,"netmed"
"TH01062","hyperthyriodism","https://groups.google.com./g/net.med/c/n-TI0e5a5TM","11/9/85",1,"netmed"
"TH01061","What's in a Name?","https://groups.google.com./g/net.med/c/aLdJD37UdAg","11/9/85",1,"netmed"
"TH01060","FDA and WSJ","https://groups.google.com./g/net.med/c/wcS3tSUBy8g","11/8/85",1,"netmed"
"TH01059","Oh my God!!...","https://groups.google.com./g/net.med/c/xV3HFF93mkc","11/7/85",1,"netmed"
"TH01058","Uneven hearing","https://groups.google.com./g/net.med/c/InWyj5Wkzqw","11/7/85",4,"netmed"
"TH01057","What is Herbalife? *URGENT*","https://groups.google.com./g/net.med/c/gU4qKw6htAQ","11/6/85",4,"netmed"
"TH01056","Is soft water harmful to drink?","https://groups.google.com./g/net.med/c/pxkBgvIy3OM","11/5/85",2,"netmed"
"TH01055","how to increase blood pressure","https://groups.google.com./g/net.med/c/MPEJXF9UnzQ","11/5/85",1,"netmed"
"TH01054","Cancer/3l year old son - Response from Maurice","https://groups.google.com./g/net.med/c/80z8PA4FyLs","11/5/85",1,"netmed"
"TH01053","Cure My Cold, Please","https://groups.google.com./g/net.med/c/Ivpz2UlCuk4","11/4/85",12,"netmed"
"TH01052","The Pill Exonerated (for Breast Cancer)","https://groups.google.com./g/net.med/c/PIghOhMfA10","11/3/85",1,"netmed"
"TH01051","Genital Herpes and (NOT) Cancer","https://groups.google.com./g/net.med/c/qi1-OKMCgoo","11/3/85",1,"netmed"
"TH01050","Electrosleep","https://groups.google.com./g/net.med/c/wCB-o9WHuc4","11/3/85",2,"netmed"
"TH01049","Dietary Fiber","https://groups.google.com./g/net.med/c/mzky5nd83WI","11/1/85",5,"netmed"
"TH01048","Diving Medicine","https://groups.google.com./g/net.med/c/9UmkejJ-7WQ","11/1/85",1,"netmed"
